,Nom,Note,Auteur,Genre,Nombre de saisons,Plateforme,Durée,Date de sortie,Mois,Année,Saison,Pays,series_policier,series_drame,series_thriller,series_épouvante-horreur,series_mini-série,series_guerre,series_action,series_historique,series_aventure,series_fantasy,series_comédie,series_animation,series_jeunesse,series_documentaire,series_dramatique,series_romance,series_shōnen,series_seinen,series_fantastique,series_science-fiction,series_sport,series_biopic,series_musique,series_anthologique,series_judiciaire,series_western,series_médical,series_télé-réalité
205,Derek,7.6,Série de   Ricky Gervais,"['comédie', 'drame']",3.0,Channel 4,24.0,"['12', 'avril', '2012']",avril,2012,printemps,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Revolution,4.7,Série de   Eric Kripke,"['drame', 'action']",2.0,NBC,45.0,"['17', 'septembre', '2012']",septembre,2012,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Kids on the Slope,7.6,Anime de   Shinichirô Watanabe,"['musique', 'animation', 'drame']",1.0,Fuji TV,25.0,"['7', 'avril', '2012']",avril,2012,printemps,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
208,Touch,5.9,Série de   Tim Kring,"['science-fiction', 'drame']",2.0,FOX (US),45.0,"['25', 'janvier', '2012']",janvier,2012,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Awake,6.6,Série de   Kyle Killen,"['fantastique', 'drame']",1.0,NBC,45.0,"['1', 'mars', '2012']",mars,2012,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Le Fossoyeur de films,7.6,Émission Web de   François Theurel,"['mini-série', 'documentaire']",Inconnu,YouTube,30.0,"['15', 'octobre', '2012']",octobre,2012,automne,USA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Kaboul Kitchen,7.0,"Série de   Jean-Patrick Benes,   Allan Mauduit et   Marc Victor",['comédie'],3.0,Canal+,25.0,"['13', 'février', '2012']",février,2012,hiver,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Silex and the City,6.5,Dessin animé de   Julien Berjeaut (Jul),"['comédie', 'animation']",5.0,Arte,5.0,"['3', 'septembre', '2012']",septembre,2012,automne,Germany/France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Lilyhammer,6.9,Série de   Anne Bjørnstad et   Eilif Skodvin,"['comédie', 'policier', 'drame']",3.0,NRK1,45.0,"['25', 'janvier', '2012']",janvier,2012,hiver,Norway,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,From the New World,7.9,"Anime de   YORI,   Yusuke Kishi et   Masashi Ishihama","['fantastique', 'drame', 'animation']",1.0,TV Asahi,25.0,"['29', 'septembre', '2012']",septembre,2012,automne,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Hatfields & McCoys,7.3,Série de   Ted Mann,"['drame', 'mini-série', 'télé-réalité']",1.0,History,100.0,"['28', 'mai', '2012']",mai,2012,printemps,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,Hit and Miss,7.1,Série de   Paul Abbott,['drame'],1.0,Sky1,45.0,"['22', 'mai', '2012']",mai,2012,printemps,Croatia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Last Resort,5.3,Série de   Shawn Ryan et   Karl Gajdusek,"['action', 'guerre', 'drame']",1.0,ABC (US),45.0,"['8', 'octobre', '2012']",octobre,2012,automne,USA,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Go on,6.2,Série de   Scott Silveri,['comédie'],1.0,NBC,25.0,"['8', 'août', '2012']",août,2012,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Chicago Fire,6.3,Série de   Michael Brandt et   Derek Haas,"['action', 'drame']",9.0,NBC,42.0,"['10', 'octobre', '2012']",octobre,2012,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,The River,5.7,Série de   Michael R. Perry et   Oren Peli,"['aventure', 'drame', 'épouvante-horreur']",1.0,ABC (US),45.0,"['24', 'janvier', '2012']",janvier,2012,hiver,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,What the Cut?!,7.2,Émission Web de   Antoine Daniel,['comédie'],1.0,YouTube,10.0,"['1', 'mars', '2012']",mars,2012,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Another,6.4,Anime de   Tsutomu Mizushima et   Yukito Ayatsuji,"['épouvante-horreur', 'animation', 'action']",1.0,Tokyo MX,20.0,"['10', 'janvier', '2012']",janvier,2012,hiver,Japan,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Les Opérateurs,7.1,Websérie de   Slimane-Baptiste Berhoun et   François Descraques,['comédie'],1.0,France 4,6.0,"['13', 'octobre', '2012']",octobre,2012,automne,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Perception,5.9,Série de   Kenneth Biller et   Michael Sussman,"['policier', 'drame']",3.0,TNT (US),45.0,"['9', 'juillet', '2012']",juillet,2012,été,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Battlestar Galactica: Blood & Chrome,6.4,Websérie de   Michael Taylor et   David Eick,['science-fiction'],1.0,SyFy,10.0,"['9', 'novembre', '2012']",novembre,2012,automne,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Lupin III : Une femme nommée Fujiko Mine,7.8,Anime de   Sayo Yamamoto,"['thriller', 'policier', 'action']",1.0,NTV (JP),25.0,"['5', 'avril', '2012']",avril,2012,printemps,Japan,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Alcatraz,5.1,"Série de   Elizabeth Sarnoff,   Steven Lilien et   Bryan Wynbrandt","['science-fiction', 'policier', 'drame']",1.0,FOX (US),45.0,"['16', 'janvier', '2012']",janvier,2012,hiver,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,The Mindy Project,6.4,Série de   Mindy Kaling,['comédie'],6.0,Hulu,25.0,"['25', 'septembre', '2012']",septembre,2012,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,666 Park Avenue,5.2,Série de   David Wilcox,"['fantastique', 'thriller', 'drame']",1.0,ABC (US),45.0,"['30', 'septembre', '2012']",septembre,2012,automne,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Ainsi soient-ils,6.7,"Série de   Bruno Nahon,   Vincent Poymiro,   David Elkaim...",['drame'],3.0,Arte,50.0,"['11', 'octobre', '2012']",octobre,2012,automne,Germany/France,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Nashville,6.0,Série de   Callie Khouri,['drame'],6.0,CMT,45.0,"['10', 'octobre', '2012']",octobre,2012,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Kuroko No Basket,7.1,Anime de   Shunsuke Tada,"['animation', 'comédie', 'shōnen']",1.0,MBS,25.0,"['8', 'avril', '2012']",avril,2012,printemps,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Papy Grenier,7.0,Émission Web de   Sébastien Rassiat et   Frédéric Molas,['comédie'],1.0,YouTube,7.0,"['13', 'septembre', '2012']",septembre,2012,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Uchuu Senkan Yamato 2199,7.9,"Anime (OAV) de   Leiji Matsumoto,   Yoshinobu Nishizaki et   Yutaka Izubuchi","['animation', 'romance', 'guerre']",1.0,MBS,25.0,"['6', 'avril', '2012']",avril,2012,printemps,Japan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Smash,6.0,Série de   Theresa Rebeck,['drame'],2.0,NBC,45.0,"['6', 'février', '2012']",février,2012,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Ultimate Spider-Man,5.8,Série de   Paul Dini et   Brian Michael Bendis,"['action', 'aventure', 'animation']",4.0,Disney XD,25.0,"['1', 'avril', '2012']",avril,2012,printemps,France,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,The Finder,5.9,Série de   Hart Hanson,"['comédie', 'policier', 'drame']",1.0,FOX (US),45.0,"['12', 'janvier', '2012']",janvier,2012,hiver,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Ripper Street,7.2,Série de   Richard Warlow,['drame'],5.0,Prime Video,60.0,"['30', 'décembre', '2012']",décembre,2012,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Hunted,6.3,Série de   Frank Spotnitz,"['thriller', 'drame', 'action']",1.0,BBC One,60.0,"['4', 'octobre', '2012']",octobre,2012,automne,UK,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Space Brothers,7.9,Anime de   Ayumu Watanabe,"['science-fiction', 'comédie', 'seinen']",1.0,NTV (JP),25.0,"['1', 'avril', '2012']",avril,2012,printemps,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,WorkinGirls,6.4,Série de   Sylvain Fusée,['comédie'],4.0,Canal+,15.0,"['19', 'avril', '2012']",avril,2012,printemps,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,The Neighbors,6.3,Série de   Dan Fogelman,"['science-fiction', 'comédie']",2.0,ABC (US),25.0,"['26', 'septembre', '2012']",septembre,2012,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Secret State,7.3,Série de   Robert Jones,"['drame', 'mini-série']",1.0,Channel 4,45.0,"['7', 'novembre', '2012']",novembre,2012,automne,UK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Tron : La Révolte,7.0,Dessin animé de   Steven Lisberger et   Bonnie MacBird,"['action', 'aventure', 'animation']",1.0,Disney XD,25.0,"['18', 'mai', '2012']",mai,2012,printemps,France,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Palmashow l'émission,7.2,Série de   Grégoire Ludig et   David Marsais,['comédie'],1.0,D8,20.0,"['2', 'décembre', '2012']",décembre,2012,hiver,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,"Love, Chunibyo & Other Delusions!",6.9,"Anime de   Tatsuya Ishihara,   Torako,   Nozomi Ousaka...","['animation', 'seinen', 'romance']",2.0,Tokyo Broadcasting System,25.0,"['4', 'octobre', '2012']",octobre,2012,automne,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Shokuzai,7.6,Série de   Kiyoshi Kurosawa,['drame'],1.0,WOWOW,60.0,"['8', 'janvier', '2012']",janvier,2012,hiver,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Inquisitio,6.2,Série de   Nicolas Cuche,['drame'],1.0,France 2,50.0,"['4', 'juillet', '2012']",juillet,2012,été,France,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,The New Normal,5.5,Série de   Ali Adler,['comédie'],1.0,NBC,25.0,"['10', 'septembre', '2012']",septembre,2012,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Humanity has Declined,7.4,"Anime de   Seiji Kishi,   Kyuuta Sakai,   Romeo Tanaka...","['fantastique', 'comédie', 'animation']",1.0,Tokyo MX,25.0,"['1', 'juillet', '2012']",juillet,2012,été,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,L'après-séance,7.4,Émission Web de   François Theurel,['mini-série'],Inconnu,YouTube,10.0,"['21', 'décembre', '2012']",décembre,2012,hiver,USA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Hyouka,7.4,Anime de   Yonezawa Honobu,"['romance', 'drame', 'comédie']",1.0,CTC (JA),25.0,"['22', 'avril', '2012']",avril,2012,printemps,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Parade's End,6.4,Série de   Tom Stoppard,"['mini-série', 'drame', 'action']",1.0,BBC Two,60.0,"['24', 'août', '2012']",août,2012,été,UK,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Beauty and the Beast,4.4,Série de   Ron Koslow,"['policier', 'fantasy', 'romance']",4.0,The CW,45.0,"['18', 'mai', '2012']",mai,2012,printemps,USA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,House of Lies,6.0,Série de   Matthew Carnahan,"['comédie', 'drame']",5.0,Showtime,30.0,"['8', 'janvier', '2012']",janvier,2012,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Hard Corner,6.7,Émission Web de   Benjamin Daniel (Benzaie),['comédie'],Inconnu,YouTube,6.0,"['28', 'janvier', '2012']",janvier,2012,hiver,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Nisemonogatari,7.2,"Anime de   Tomoyuki Itamura,   Akiyuki Shinbo et   Nishio Ishin (NisiOisiN)","['fantastique', 'comédie', 'animation']",1.0,Inconnue,23.0,"['8', 'janvier', '2012']",janvier,2012,hiver,Inconnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Btooom!,6.3,Anime,"['romance', 'science-fiction', 'action']",1.0,Tokyo MX,25.0,"['4', 'octobre', '2012']",octobre,2012,automne,Japan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Enquêtes codées,7.2,Série de   Andy De Emmony,['drame'],2.0,ITV,45.0,"['6', 'septembre', '2012']",septembre,2012,automne,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Baby Daddy,5.8,Série de   Daniel Berendsen,['comédie'],6.0,Freeform,25.0,"['20', 'juin', '2012']",juin,2012,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Kokoro Connect,7.0,"Anime de   Shin Oonuma,   Shiromizakana,   Shinya Kawamo...","['romance', 'animation', 'drame']",1.0,Tokyo MX,25.0,"['7', 'juillet', '2012']",juillet,2012,été,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Magic City,6.4,Série de   Mitch Glazer,"['drame', 'thriller']",2.0,Starz,55.0,"['30', 'mars', '2012']",mars,2012,printemps,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Girls und Panzer,6.7,"Anime de   Tsutomu Mizushima,   Shimada Humikane et   Takeshi Nogami","['animation', 'comédie']",1.0,Tokyo MX,25.0,"['9', 'octobre', '2012']",octobre,2012,automne,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,House of Cards,7.6,Série de   Beau Willimon,"['policier', 'drame']",6.0,Netflix,52.0,"['1', 'février', '2013']",février,2013,hiver,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Hannibal,7.4,Série de   Bryan Fuller,"['épouvante-horreur', 'policier', 'drame']",3.0,NBC,45.0,"['4', 'avril', '2013']",avril,2013,printemps,USA,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Vikings,7.5,Série de   Michael Hirst,"['action', 'drame']",6.0,Prime Video,45.0,"['3', 'mars', '2013']",mars,2013,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Orange Is the New Black,7.1,Série de   Jenji Kohan,"['comédie', 'policier', 'drame']",7.0,Netflix,60.0,"['11', 'juillet', '2013']",juillet,2013,été,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Utopia,7.9,Série de   Dennis Kelly,"['science-fiction', 'thriller', 'drame']",2.0,Channel 4,60.0,"['15', 'janvier', '2013']",janvier,2013,hiver,UK,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Peaky Blinders,8.0,Série de   Steven Knight,"['policier', 'drame']",6.0,BBC One,55.0,"['12', 'septembre', '2013']",septembre,2013,automne,UK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Broadchurch,7.7,Série de   Chris Chibnall,"['policier', 'drame', 'aventure']",3.0,ITV,45.0,"['24', 'février', '2013']",février,2013,hiver,UK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Rectify,7.5,Série de   Ray McKinnon,['drame'],4.0,SundanceTV,45.0,"['22', 'avril', '2013']",avril,2013,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Brooklyn Nine-Nine,7.5,Série de   Daniel J. Goor et   Michael Schur,"['action', 'comédie', 'policier']",8.0,NBC,25.0,"['11', 'août', '2013']",août,2013,été,USA,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Top of the Lake,7.3,Série de   Jane Campion,"['policier', 'drame', 'thriller']",2.0,SundanceTV,57.0,"['18', 'mars', '2013']",mars,2013,printemps,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
